universe,feature_set,n_seeds,cvar95_mean,cvar95_std
spy,greeks_only,5,2.8041419086640373,0.33749405196994897
spy,surface_only,5,2.557607562766571,0.5708532836713279
spy,full,5,2.3567923996297884,0.09961044780016574
slv,greeks_only,5,0.21269864224631227,0.014831860036485239
slv,surface_only,5,0.21956894063526144,0.08383937150886728
slv,full,5,0.18244856238309415,0.025208160189936706
spx,greeks_only,5,26.232528869545423,2.040051250861819
spx,surface_only,5,31.616993701985603,2.6287534277589355
spx,full,5,24.331511164061283,0.9083977560021163
