universe,prototype,top_episode_share,stress_episode_share,mean_activation,iv_level,skew,curvature,term_slope,top_year,top_year_count,regime_label
slv,P0,0.7636363636363637,0.1111111111111111,0.6227306636016697,0.29913562973130076,0.20821358292510245,1.1010521992087892,-0.015078329851789633,2022.0,76.0,"high-vol shock, front-end inversion, high smile curvature"
slv,P1,0.0,0.0,1.6943112424912337e-35,0.7026386523161566,-0.2573143018903553,0.5224211143771829,-0.11164156749355417,,,"high-vol shock, front-end inversion"
slv,P2,0.13333333333333333,0.0,0.13661742974647725,0.21495885691774388,0.1366556469535085,0.73773541978978,-0.0008040554283534817,2023.0,14.0,mid-vol
slv,P3,0.0,0.0,0.014480545296892952,0.19384469252376393,0.17220111466941992,0.7664342367466168,0.001049981063549056,,,mid-vol
slv,P4,0.05454545454545454,0.1111111111111111,0.10037061901871823,0.24682580185722489,0.19162325195902238,0.8973944081325379,-0.00569846682668017,2023.0,7.0,mid-vol
slv,P5,0.0,0.0,0.0011201953356406197,0.5746865560874053,0.2827378942665618,0.9689917455039241,-0.06280883119342145,,,"high-vol shock, front-end inversion, high smile curvature"
slv,P6,0.048484848484848485,0.0,0.11820934930045808,0.20775721314305073,0.15625896548493926,0.752893314182618,0.0011294611047038003,2023.0,8.0,mid-vol
slv,P7,0.0,0.0,0.006471197700143132,0.5307050671261491,0.11430387972530658,1.0070938806956895,-0.04493689072884851,,,"high-vol shock, front-end inversion, high smile curvature"
