universe,prototype,top_episode_share,stress_episode_share,mean_activation,iv_level,skew,curvature,term_slope,top_year,top_year_count,regime_label
spx,P0,0.5984848484848485,0.0949367088607595,0.484992116356466,0.12942709511008826,-0.5175777145615957,2.1629237526744367,-0.01354158656216724,2021.0,70.0,"calm/low-vol, front-end inversion, left-tail skew steepening, high smile curvature"
spx,P1,0.19696969696969696,0.2692307692307692,0.22435974927177213,0.1345838607875805,-0.5975327899949692,0.773084862142031,-0.0027786579496921564,2022.0,24.0,"calm/low-vol, left-tail skew steepening"
spx,P2,0.0,0.0,0.006662319528959595,0.16768010892932228,-0.43238577248101284,1.0403130065372492,0.0001490051138160458,,,"mid-vol, high smile curvature"
spx,P3,0.10984848484848485,0.3103448275862069,0.10717097550560777,0.18627049732923018,-0.545521700391757,1.0907258561090645,-0.013994938762098678,2022.0,24.0,"mid-vol, front-end inversion, left-tail skew steepening, high smile curvature"
spx,P4,0.03409090909090909,0.8888888888888888,0.03594904021929304,0.26073148534766827,-0.5512815393992068,0.7221011351839817,-0.010717566726748251,2022.0,9.0,"mid-vol, front-end inversion, left-tail skew steepening"
spx,P5,0.0,0.0,0.0021036169930086753,0.15048148738529224,-0.5204159719354241,0.9385189431449538,-0.0031810383570981563,,,"mid-vol, left-tail skew steepening, high smile curvature"
spx,P6,0.06060606060606061,0.5,0.11445443829647325,0.14515985526866193,-0.46735164756349173,1.3143443317715684,-0.0020273044690317004,2022.0,9.0,"calm/low-vol, left-tail skew steepening, high smile curvature"
spx,P7,0.0,0.0,0.024307743828419524,0.30438373943496666,-0.6217201192428541,0.9091822161090299,-0.034102434638341006,,,"high-vol shock, front-end inversion, left-tail skew steepening, high smile curvature"
